lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,t_d.1,t_d.2,t_d.3,t_d.4,t_d.5,t_d.6,t_d.7,t_d.8,t_d.9,t_d.10,t_d.11,t_d.12,t_d.13,t_d.14,t_d.15,t_d.16,t_d.17,t_d.18,t_d.19,t_d.20,t_d.21,t_d.22,n,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22
# Adaptation terminated
# Step size = 0.387983
# Diagonal elements of inverse mass matrix:
# 0.26312, 0.105941, 0.108824, 0.111599, 0.106651, 0.0915109, 0.0918704, 0.0938113, 0.0899449, 0.094431, 0.0935973, 0.102075, 0.0900929, 0.146977, 0.0925095, 0.102173, 0.109678, 0.0983314, 0.0955897, 0.0933992, 0.150725, 0.185131
-859.054,0.924915,0.387983,3,7,0,872.794,3.58834,0.473858,0.462803,0.324668,0.893434,-0.100463,0.174546,-0.46704,0.103387,-0.0887461,-0.19242,-0.485811,-0.772369,-1.82156,-0.430433,-0.438284,0.162705,-0.464152,0.452551,-0.701865,-0.0257548,-0.392202,20,-38.8564,-39.6281,-41.4042,-34.7561,-36.0485,-38.7959,-37.1673,-37.0572,-35.7667,-37.0934,-37.5342,-37.0644,-38.7581,-36.6799,-43.212,-39.1493,-43.317,-43.4677,-40.4395,-39.8924,-38.5417,-37.1239
-859.753,0.703289,0.387983,3,7,0,881.759,5.0049,0.963298,1.28238,0.50637,0.934093,-0.428533,0.415963,-0.455666,0.0426626,-0.311562,-0.684516,-1.2647,-0.554704,-0.713519,-0.507761,-0.765912,0.201127,-0.444087,-0.538009,0.274945,0.043276,0.676184,20,-38.0599,-38.5373,-37.4782,-36.3765,-35.7987,-37.5642,-35.0903,-36.2216,-35.8505,-36.157,-36.5829,-40.1154,-34.4036,-35.8311,-47.6727,-40.6878,-44.6927,-44.0402,-45.7171,-36.6303,-38.5616,-37.8464
-854.541,0.970335,0.387983,3,7,0,869.358,3.91051,0.726521,0.548472,0.51355,1.01627,0.0413735,0.105895,-0.516447,-0.25018,-0.197277,-0.284336,-0.511993,-1.03738,-0.93171,-0.470607,-0.0496424,0.270151,-0.431218,0.356281,-0.502656,0.0802864,-0.00442495,20,-38.3786,-39.5053,-39.5059,-36.0924,-36.3726,-38.8117,-35.8314,-36.3758,-34.8261,-35.7876,-36.0448,-37.8157,-38.3494,-35.8641,-43.9666,-39.7344,-44.2278,-43.6967,-41.5191,-39.138,-38.6025,-37.0535
-852.025,0.961009,0.387983,3,7,0,862.871,4.35153,0.701958,0.957249,0.362452,0.878638,-0.538891,0.312585,-0.418838,0.212345,-0.0220474,-0.267789,-1.12851,-0.506227,-0.669713,-0.684754,-0.525228,0.286569,-0.508363,-0.329548,0.103491,-0.422505,0.149357,20,-38.0947,-38.6423,-38.3759,-36.5142,-36.0368,-36.7199,-35.7438,-36.3227,-35.9088,-36.4765,-37.3152,-38.889,-34.905,-36.4432,-44.7931,-39.292,-43.1231,-42.8173,-43.2145,-37.7284,-39.0593,-37.7654
-851.772,0.925314,0.387983,3,7,0,860.708,3.49343,1.02901,0.623802,0.436248,0.85693,-0.252694,0.52873,-0.290718,0.0908814,-0.132373,-0.345939,-0.463088,-0.732393,-0.6537,-0.625795,-0.324122,0.286636,-0.24812,0.268196,-0.0748995,-0.666891,0.585051,20,-38.4523,-37.8698,-40.1382,-35.7485,-36.257,-38.0175,-36.1231,-37.655,-34.5886,-36.2056,-36.7843,-37.7159,-38.156,-35.4197,-41.9235,-40.63,-43.2031,-42.6223,-43.3458,-39.1412,-38.0276,-37.0341
-854.821,0.795837,0.387983,3,7,0,863.574,4.69304,0.50186,0.62758,0.589291,1.18766,0.135347,0.482624,-0.404325,0.206322,-0.0826632,-0.305677,-1.07375,-0.721808,-0.598624,-0.897922,-0.256339,0.0969384,-0.30413,-0.17443,0.178952,-0.512112,-0.0838706,20,-38.0966,-40.1977,-38.626,-36.9712,-36.009,-37.555,-34.1347,-36.4373,-35.1373,-36.7708,-37.0815,-39.3105,-35.876,-36.5084,-47.0176,-38.6665,-44.4882,-43.5978,-40.9377,-38.2001,-37.2492,-37.9538
-855.935,0.950918,0.387983,3,7,0,865.59,4.04822,0.943808,0.633824,0.370786,0.707917,-0.173129,0.384017,-0.491197,0.135929,-0.194525,-0.727094,-0.44108,-0.5855,-0.871846,-0.788448,-0.576114,-0.210942,-0.787167,0.216548,0.100244,-0.463449,-0.401107,20,-38.3388,-38.5372,-40.5008,-35.4652,-36.4635,-39.1077,-36.1323,-37.5758,-34.4269,-35.6595,-36.8381,-38.9914,-38.0424,-34.5912,-44.0616,-41.1016,-42.7198,-42.8591,-43.8949,-39.5027,-36.0917,-37.4329
-857.695,0.92788,0.387983,3,7,0,866.654,4.27588,0.472737,0.975182,0.45598,1.07914,-0.356803,0.373305,-0.519808,-0.108969,-0.302707,-0.188313,-1.36314,-1.01981,-0.738328,-0.523006,-0.143834,0.270626,0.154378,-0.582505,-0.506109,0.207927,0.425822,20,-37.5992,-38.4211,-37.5664,-37.7969,-34.8561,-36.1343,-34.1634,-36.4084,-36.4105,-38.549,-38.3067,-38.1831,-35.4438,-38.4078,-46.7773,-38.6585,-45.0072,-44.1327,-42.1683,-36.77,-39.6924,-37.7312
-858.554,0.992025,0.387983,3,7,0,864.748,3.87106,1.0539,0.736206,0.460054,0.683356,-0.0496661,0.409123,-0.426898,0.194239,-0.0109669,-0.494724,-0.293914,-0.292548,-0.642925,-0.381854,-0.588783,0.206655,-0.736885,0.628487,0.21479,-0.536466,-0.0393791,20,-39.5739,-38.6776,-41.3137,-35.0537,-36.9392,-39.3423,-37.0591,-37.4154,-35.0742,-35.4946,-36.4882,-38.8489,-38.6961,-34.7751,-42.4678,-40.5751,-41.9684,-43.028,-43.7142,-40.4892,-37.3702,-37.3011
-858.336,0.990179,0.387983,3,7,0,864.665,4.7569,0.558987,1.12529,0.565351,1.02789,-0.261611,0.375402,-0.472469,0.0581252,-0.247727,-0.101104,-1.19182,-1.02087,-0.667069,-0.477587,-0.045301,0.278288,0.245275,-0.383034,-0.336529,0.521425,-0.549479,20,-37.713,-38.4671,-37.5521,-37.9324,-34.8223,-35.9403,-34.0042,-35.9962,-36.1048,-38.6709,-38.6898,-38.6721,-35.2483,-38.6197,-48.7843,-38.7519,-43.8592,-43.9441,-42.2684,-36.7766,-39.3318,-37.4362
