# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-11-30 10:45:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmpowa51cil/6hqm7xt4.json
# init = 2 (Default)
# random
#   seed = 76379
# output
#   file = /home/john/python_test/project/year2023_model_sample/model-20231130024534_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.1
# stancflags = --filename-in-msg=model.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,t_d.1,t_d.2,t_d.3,t_d.4,t_d.5,t_d.6,t_d.7,t_d.8,t_d.9,t_d.10,t_d.11,t_d.12,t_d.13,t_d.14,t_d.15,t_d.16,t_d.17,t_d.18,t_d.19,t_d.20,t_d.21,t_d.22,t_c.1,t_c.2,t_c.3,t_c.4,t_c.5,t_c.6,t_c.7,t_c.8,t_c.9,t_c.10,n,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22
# Adaptation terminated
# Step size = 0.1554
# Diagonal elements of inverse mass matrix:
# 1.30663, 1.05375, 0.476051, 0.389008, 0.434836, 0.515984, 0.415976, 0.380878, 0.348862, 0.396153, 0.266938, 0.452312, 0.364256, 0.321891, 0.384815, 0.376455, 0.344996, 0.344362, 0.404039, 0.333876, 0.334322, 0.347237, 1.10232, 0.477886, 0.446047, 0.421402, 0.423473, 0.38079, 0.451307, 0.351314, 0.380782, 0.347022
-859.866,0.830592,0.1554,5,31,0,869.791,4.12892,0.21709,-0.703452,0.850206,-1.12132,-1.5007,-1.80121,-0.59059,0.53928,0.892839,-0.7751,-0.105009,-0.833273,-1.02989,-0.901348,-0.498514,0.0603685,-0.215004,0.301155,-0.394549,-0.493939,-0.851971,-0.0871121,1.32958,-0.779822,1.66175,-0.188001,-0.546167,-1.21071,0.198709,0.0759985,-0.00954282,20,-37.5776,-40.3019,-37.9292,-36.7989,-35.9746,-38.0459,-35.5586,-35.849,-35.7249,-37.1126,-37.7115,-38.3456,-35.0501,-37.2368,-46.2535,-38.8179,-42.4338,-42.2114,-41.8359,-37.325,-38.9671,-37.6136
-855.222,0.976396,0.1554,5,31,0,867.712,2.89595,-1.02068,-0.363926,0.345046,-0.138084,-1.55408,-0.906163,-0.427132,0.640999,1.56023,-0.863961,0.838323,-0.477192,-1.56819,-0.182092,-0.43067,-0.122805,0.169658,0.0505836,-0.350596,-0.593112,0.140905,1.71141,1.13674,-0.209038,1.08714,-0.151271,-0.494588,-1.88341,0.303491,-0.303189,0.187764,20,-38.1047,-38.4454,-38.3219,-35.9488,-35.2512,-37.2506,-35.0376,-35.8504,-35.6273,-36.8871,-37.4558,-37.6049,-35.7044,-36.2965,-45.7362,-39.3437,-43.6705,-43.6749,-42.77,-37.5514,-37.9683,-36.7051
-860.366,0.699339,0.1554,5,31,0,869.896,4.57218,0.0693125,1.44375,-0.305548,1.02409,0.302137,0.240938,-0.00571629,-0.0593506,-1.15889,-0.0246055,-1.90906,-0.292687,-0.43699,0.0761406,0.501546,1.1772,-0.823767,0.00505888,0.480914,0.234707,0.888508,0.259212,-0.566522,0.222585,-0.0900938,-0.987111,0.430791,0.975116,-0.568763,-0.687483,-0.811423,20,-39.4762,-39.8696,-39.8808,-36.5903,-36.1859,-36.476,-35.5869,-36.2502,-34.6046,-37.1878,-38.5497,-36.5863,-36.9375,-36.5424,-46.7649,-37.2813,-42.8305,-44.7737,-41.5452,-38.9042,-39.2024,-35.4605
-864.282,0.678919,0.1554,6,63,0,882.654,2.96039,-0.933561,-0.469219,0.89092,-0.209427,-1.41009,-0.907745,-0.180718,-0.140877,1.34725,-0.589493,0.621089,-0.927445,-1.00202,-0.40797,-0.163619,-0.448571,0.40291,0.146529,-0.431238,-0.2105,-0.218525,1.88509,1.46415,0.122171,1.25827,0.10875,-0.41852,-0.923006,0.124308,0.147638,0.612922,20,-38.237,-40.3054,-39.8337,-36.3846,-36.7335,-38.3594,-36.377,-35.691,-35.0298,-35.3129,-34.912,-40.3826,-37.0062,-34.7143,-46.4422,-40.5252,-44.4641,-43.1473,-42.4448,-39.2416,-37.1881,-38.7026
-865.232,0.795008,0.1554,5,31,0,882.069,2.38662,-0.580755,1.29755,-0.246474,1.52043,-0.0195536,1.02796,-1.89417,-0.146763,-0.914708,-0.507271,-1.13404,0.620564,-0.886933,0.483831,-1.69595,-0.347212,-1.00051,-0.781947,-0.77541,-0.293443,0.153109,0.617005,-0.531969,0.325458,-0.862133,0.657125,0.049034,0.169667,-0.25693,-1.52507,0.622975,20,-39.7769,-38.9706,-39.0857,-35.0029,-38.0328,-37.0932,-36.8901,-38.388,-35.4482,-36.1467,-37.4933,-39.614,-36.8912,-36.5811,-42.628,-37.131,-43.8958,-44.2247,-42.4269,-37.5592,-40.5341,-37.1196
-856.347,0.984758,0.1554,5,31,0,877.374,3.70685,-0.296957,0.66827,-0.39396,1.95934,-0.330932,1.36345,-0.987917,-0.0715572,0.417591,0.086998,-0.542303,0.212034,-0.665188,0.629301,-0.833874,0.209245,0.132393,-0.741602,-0.142738,-0.0411793,-0.340839,0.987128,0.45877,0.908756,-0.687913,0.348385,0.161431,-0.30234,-0.0661595,-0.755721,0.290135,20,-38.9192,-39.169,-39.0226,-35.4467,-35.5416,-37.1009,-34.4682,-36.3559,-36.4092,-37.3244,-36.9378,-37.8226,-36.011,-38.0128,-47.5528,-37.8598,-43.2113,-44.2321,-41.5506,-37.8975,-38.5251,-36.0662
-855.632,0.885708,0.1554,6,63,0,868.611,2.93528,0.13444,0.679211,0.860088,-0.158177,-0.301357,-0.485093,-0.150082,0.012628,0.81183,0.350327,0.547123,-0.69557,-0.614405,-0.952724,-0.362672,0.5599,-0.560657,0.137931,0.103099,0.213474,1.18339,0.567914,-0.0635301,-0.265904,0.623871,-0.0714259,-0.0872823,-1.4015,-0.807586,0.00587407,-0.413807,20,-37.8567,-38.5936,-39.1507,-35.401,-35.8388,-38.4682,-36.7192,-36.8144,-34.8091,-36.7026,-36.9222,-39.193,-37.0356,-35.7523,-42.8034,-40.6434,-43.7957,-41.4382,-43.3946,-37.8262,-38.6582,-39.0759
-852.493,0.830535,0.1554,6,127,0,868.368,3.26771,0.0103752,0.665196,0.930656,-0.119824,-0.207865,-0.78445,-0.60037,0.1304,0.95846,-0.235843,0.0871221,-0.754459,-0.52309,-0.585815,-0.311884,0.00212584,0.0681365,0.544104,-0.069763,0.436358,-0.00576609,0.579165,-0.0964601,-0.631174,1.22285,-0.123625,-0.267356,-0.947048,-0.554422,0.138138,-0.102006,20,-38.1864,-38.3828,-39.9058,-35.8075,-35.5995,-37.6168,-34.9087,-37.0008,-35.6399,-36.6471,-36.7769,-38.4182,-36.9496,-35.8491,-43.8581,-39.1486,-44.1967,-44.2039,-41.3562,-39.2711,-37.0002,-37.5349
-855.039,0.890317,0.1554,5,31,0,865.749,3.5513,-0.500054,0.847033,-0.333819,0.214036,-0.0342611,0.00811786,-1.35806,0.248925,-0.598622,-0.688333,-1.06953,0.0524938,-1.10411,0.263764,-1.19108,0.327067,0.564615,-0.857663,0.292683,-0.39819,-0.212117,0.489966,-0.522599,0.262998,-0.0021211,0.241498,-0.860011,-0.165459,-0.320358,-1.17532,-0.653137,20,-39.2618,-39.0057,-38.9712,-36.2607,-36.2443,-37.1279,-35.058,-37.0686,-35.8187,-37.7255,-37.2903,-38.8617,-36.4692,-37.1425,-46.9635,-37.8404,-41.6874,-42.5619,-41.3342,-37.6189,-37.4112,-36.7935
-856.179,0.634153,0.1554,5,31,0,874.34,3.94832,-0.0543496,1.47409,0.517711,0.344531,0.518992,0.0399394,-0.205082,-0.861985,0.25713,0.149689,-0.129581,-0.0409892,-0.609498,0.173089,-0.0780045,-0.0755411,-1.10301,-0.257555,0.0417736,0.0436508,0.0931472,0.461379,-0.719931,0.195361,0.232598,-0.204695,0.564475,-0.392096,-0.267381,-1.02929,-0.0631708,20,-37.8394,-39.437,-39.4221,-36.483,-36.6823,-37.4318,-35.8763,-36.985,-35.4128,-35.7739,-36.2912,-40.2751,-37.555,-36.2867,-46.597,-38.941,-43.5518,-41.9335,-41.3135,-38.3481,-37.5599,-37.985
